"","data.X","data.Date","WDIR","WSPD","Salinity","SST","Mean_Temp","Total_Rain"
"6299",6299,2020-10-12,256.78,5.95,28.7958908460133,8.60905063291147,8.5,18.2
"6300",6300,2020-10-13,143.16,9.68,28.7988922184503,8.61329113924058,11.8,0.6
"6301",6301,2020-10-14,290.75,3.3,28.8018935908872,8.61753164556969,10.3,0
"6302",6302,2020-10-15,253.08,3.29,28.8048949633241,8.62177215189881,8,0
"6303",6303,2020-10-16,176.58,6.79,28.8078963357611,8.62601265822792,10.3,1.4
"6304",6304,2020-10-17,290.32,5.21,28.810897708198,8.63025316455704,9.8,12.8
"6305",6305,2020-10-18,119.12,3.52,28.8138990806349,8.63449367088615,9.8,2.2
"6306",6306,2020-10-19,220.33,1.42,28.8169004530719,8.63873417721526,8.5,0.6
"6307",6307,2020-10-20,273.58,2.2,28.8199018255088,8.64297468354438,8.5,6.4
"6308",6308,2020-10-21,318.37,6.24,28.8229031979457,8.64721518987349,7.8,0
"6309",6309,2020-10-22,257.35,5.21,28.8259045703827,8.65145569620261,4.3,4.4
"6310",6310,2020-10-23,143.74,7,28.8289059428196,8.65569620253172,4.8,7.2
"6311",6311,2020-10-24,305.5,8.18,28.8319073152565,8.65993670886083,3.5,0
"6312",6312,2020-10-25,284.54,4.05,28.8349086876935,8.66417721518995,1.3,0.8
"6313",6313,2020-10-26,214.08,1.43,28.8379100601304,8.66841772151906,4,0
"6314",6314,2020-10-27,119.75,5.6,28.8409114325673,8.67265822784817,6,0
"6315",6315,2020-10-28,141.12,3.78,28.8439128050043,8.67689873417729,9,0
"6316",6316,2020-10-29,132.96,6.15,28.8469141774412,8.6811392405064,11.5,12.8
"6317",6317,2020-10-30,227,9.87,28.8499155498781,8.68537974683552,10.5,0.4
"6318",6318,2020-10-31,205.83,3.15,28.852916922315,8.68962025316463,5,0
"6319",6319,2020-11-01,202.25,1.87,28.7,8.69386075949375,4.8,0
"6320",6320,2020-11-02,170,4.08,29.9,8.69810126582286,7,27
"6321",6321,2020-11-03,129,7.74,27.9,8.70234177215197,8.8,5.4
"6322",6322,2020-11-04,138.46,8.2,27.7,8.70658227848109,13.3,8.8
"6323",6323,2020-11-05,200.61,4.17,29.7,8.7108227848102,9.8,0.4
"6324",6324,2020-11-06,312.79,7.69,27.9,8.71506329113932,4.3,0
"6325",6325,2020-11-07,320.89,10.03,28.1,8.71930379746843,4.5,0.4
"6326",6326,2020-11-08,309.29,10.49,27.7,8.72354430379754,7.5,0
"6327",6327,2020-11-09,216.96,5.98,27.9939062521318,8.72778481012666,2,3.2
"6328",6328,2020-11-10,214.96,4.15,27.8,8.73202531645577,2.8,1.6
"6329",6329,2020-11-11,247.54,3.8,28.3,8.73626582278489,3.76414521603411,6.76759853959854
"6330",6330,2020-11-12,120.46,9.84,28.2345930288696,8.740506329114,4.30870300888144,7.55892008786097
"6331",6331,2020-11-13,193.57,8.73,28.5,8.74474683544311,4.85326080172877,8.35024163612339
"6332",6332,2020-11-14,185.5,5.01,28.2563274133586,8.74898734177223,5.3978185945761,9.14156318438582
"6333",6333,2020-11-15,147.04,8.92,28.2,8.75322784810134,5.94237638742343,9.93288473264825
"6334",6334,2020-11-16,208.54,2.85,27.9,8.75746835443045,7,43.4
"6335",6335,2020-11-17,144.91,9.11,28.2826384578717,8.76170886075957,6.3,12.8
"6336",6336,2020-11-18,144.17,6.32,28.5,8.76594936708868,6,7.4
"6337",6337,2020-11-19,150.58,3.35,28.5,8.7701898734178,4,5.8
"6338",6338,2020-11-20,144.58,6.71,28.8,8.77443037974691,5.5,1.6
"6339",6339,2020-11-21,191.5,3.19,28.2,8.77867088607602,4.93640978092829,6.85317170126562
"6340",6340,2020-11-22,118.17,6.5,28.1,8.78291139240514,4.72331335543316,6.37329579883966
"6341",6341,2020-11-23,138.75,6.97,28.3,8.78715189873425,4,0.6
"6342",6342,2020-11-24,151.2,10.07,28.4,8.79139240506337,6,8.8
"6343",6343,2020-11-25,160.92,3.49,27.9,8.79563291139248,3.5,0.2
"6344",6344,2020-11-26,130.17,5.74,27.9,8.7998734177216,4.5,2
"6345",6345,2020-11-27,119.9,13.72,28.3,8.80411392405071,7.8,13
"6346",6346,2020-11-28,278.74,4.33,28.1,8.80835443037982,4.3,0
"6347",6347,2020-11-29,123.17,5.58,27.7,8.81259493670894,2.5,10.6
"6348",6348,2020-11-30,208.67,10.18,27.5,8.81683544303805,5.8,0.4
"6349",6349,2020-12-01,283.3,4.07,27.5,8.82107594936716,0.8,0.6
"6350",6350,2020-12-02,213.67,2.08,28.6,8.82531645569628,1.8,0
"6351",6351,2020-12-03,229.79,1.92,27.6,8.82955696202539,2.8,0
"6352",6352,2020-12-04,110.83,4.17,27.9,8.83379746835451,3.26557909396792,4.64822443781537
"6353",6353,2020-12-05,163.62,1.28,28.2,8.83803797468362,3.78449500662694,5.02501023507577
"6354",6354,2020-12-06,123.38,5.48,27.6,8.84227848101273,4.30341091928595,5.40179603233617
"6355",6355,2020-12-07,124.7,10.59,27,8.84651898734185,4,22.8
"6356",6356,2020-12-08,139.64,6.34,28,8.85075949367096,8.8,1.2
"6357",6357,2020-12-09,305.12,2.6,28,8.85500000000008,5,0
"6358",6358,2020-12-10,133.88,4.92,27.9,8.85924050632919,2.8,1.8
"6359",6359,2020-12-11,67.25,3.11,28.1,8.8634810126583,3.61103188976125,5.21377876553745
"6360",6360,2020-12-12,243.5,2.87,27.7,8.86772151898742,3.56830031740539,5.36678530456205
"6361",6361,2020-12-13,107.62,5.78,27.8465027077699,8.87196202531653,3.52556874504953,5.51979184358665
"6362",6362,2020-12-14,161.75,2.73,27.8,8.87620253164565,2.5,9.4
"6363",6363,2020-12-15,132.61,10.41,27.9,8.88044303797476,5.8,4.4
"6364",6364,2020-12-16,141.91,7.64,28.1,8.88468354430388,5.8,11
"6365",6365,2020-12-17,245.58,5.49,27.7,8.88892405063299,5.5,1.8
"6366",6366,2020-12-18,164.8,10.01,27.7898300469724,8.8931645569621,3.94435523066082,5.39464332111646
"6367",6367,2020-12-19,201.57,7.9,27.7,8.89740506329122,2.8482546918352,5.34382042131097
"6368",6368,2020-12-20,226.26,4.74,28.1,8.90164556962033,1.75215415300959,5.29299752150549
"6369",6369,2020-12-21,289,4.88,27.7,8.90588607594944,0.5,5.4
"6370",6370,2020-12-22,311.94,7.52,27.2,8.91012658227856,-0.5,0
"6371",6371,2020-12-23,127.5,4.61,27.5,8.91436708860767,-1,0
"6372",6372,2020-12-24,132.75,3.34,26.9,8.91860759493679,-0.030924232798038,5.83737051319408
"6373",6373,2020-12-25,159.04,6.44,26.7,8.9228481012659,0.447460146890553,6.29590247750978
"6374",6374,2020-12-26,153.54,6.17,26.1,8.92708860759501,0.925844526579145,6.75443444182549
"6375",6375,2020-12-27,176.04,5.95,26.3,8.93132911392413,1.40422890626774,7.21296640614119
"6376",6376,2020-12-28,300.58,2.56,26.4,8.93556962025324,1.88261328595633,7.6714983704569
"6377",6377,2020-12-29,193.29,3.78,26,8.93981012658236,2.36099766564492,8.1300303347726
"6378",6378,2020-12-30,119.5,12.67,26.9811444568678,8.94405063291147,3,17
"6379",6379,2020-12-31,208.85,3.9,27.9,8.94829113924058,3.05490969377735,8.6353157417548
"6380",6380,2021-01-01,124.24,11.43,27.7,8.9525316455697,3.27043734222119,8.68206918442129
"6381",6381,2021-01-02,140.41,11.28,27.7,8.95677215189881,3.48596499066503,8.72882262708779
"6382",6382,2021-01-03,179.79,3.26,27.3,8.96101265822793,3.70149263910887,8.77557606975428
"6383",6383,2021-01-04,166.71,7.57,27.9,8.96525316455704,4,1.6
"6384",6384,2021-01-05,136.52,9.29,27.6,8.96949367088616,3.5,30.2
"6385",6385,2021-01-06,151.18,7.12,26.9,8.97373417721527,5.3,3.6
"6386",6386,2021-01-07,142.12,5.15,26.3,8.97797468354438,5.3,2
"6387",6387,2021-01-08,122.42,5.82,26.6,8.9822151898735,5.02027626323919,8.13615582428654
"6388",6388,2021-01-09,118.67,5.65,26.5,8.98645569620261,4.93037616026572,8.05831989979181
"6389",6389,2021-01-10,125.52,10.57,26.494957061153,8.99069620253172,4.84047605729224,7.98048397529708
"6390",6390,2021-01-11,128.83,11.19,26.4,8.99493670886084,3.5,9.2
"6391",6391,2021-01-12,137.78,6.85,26.3,8.99917721518995,8.5,28
"6392",6392,2021-01-13,227.04,3.94,26.3,9.00341772151907,5.5,0
"6393",6393,2021-01-14,141.79,4.05,26.6,9.00765822784818,5,0
"6394",6394,2021-01-15,164.5,5.77,27,9.01189873417729,4.7414712733187,5.29897742797922
"6395",6395,2021-01-16,192.21,1.95,27.7,9.01613924050641,4.3532505350025,4.77637458667298
"6396",6396,2021-01-17,176.42,5.64,27,9.02037974683552,3.9650297966863,4.25377174536674
"6397",6397,2021-01-18,249.75,3.25,26.4,9.02462025316464,3,0
"6398",6398,2021-01-19,112.12,3.3,27.1,9.02886075949375,4.3,1
"6399",6399,2021-01-20,272.42,3.08,27.3,9.03310126582286,4.5,1.2
"6400",6400,2021-01-21,312.92,3.65,26.7,9.03734177215198,5.3,0
"6401",6401,2021-01-22,317,5.33,26.4,9.04158227848109,3.4790587923885,3.06420265185658
"6402",6402,2021-01-23,275.96,3.52,26.6,9.04582278481021,2.40241598430295,3.08658924353729
"6403",6403,2021-01-24,146.38,6.03,26.6,9.05006329113932,1.3257731762174,3.10897583521801
"6404",6404,2021-01-25,304.25,3.82,26.8,9.05430379746844,-1,5.8
"6405",6405,2021-01-26,140.62,7.35,27.1,9.05854430379755,1.5,2
"6406",6406,2021-01-27,171.17,2.91,27,9.06278481012666,1.8,6.6
"6407",6407,2021-01-28,236.46,3.98,27.2,9.06702531645578,2,1
"6408",6408,2021-01-29,205.57,4.24,27.2605761855321,9.07126582278489,2.62504869914137,2.57732523972018
"6409",6409,2021-01-30,124.61,12.44,27.3522760829861,9.075506329114,3.15500579515348,2.42583593914999
"6410",6410,2021-01-31,134.83,10.03,27.4439759804402,9.07974683544312,3.68496289116559,2.2743466385798
"6411",6411,2021-02-01,93.21,4.66,27.5,9.08398734177223,4.5,2.2
"6412",6412,2021-02-02,198.29,4.08,27.9,9.08822784810135,4,3.2
"6413",6413,2021-02-03,240.71,5.23,27.9,9.09246835443046,5.3,0.8
"6414",6414,2021-02-04,125.92,3.28,27,9.09670886075957,3.8,2.4
"6415",6415,2021-02-05,227.39,5.11,27.3,9.10094936708869,6.3,1
"6416",6416,2021-02-06,257.27,3.23,27.7,9.1051898734178,5.3,1.2
"6417",6417,2021-02-07,331.05,8.2,27.6,9.10943037974692,2.5,0
"6418",6418,2021-02-08,307.43,7.49,27.6,9.11367088607603,0,0
"6419",6419,2021-02-09,307.33,4.84,27.5,9.11791139240514,0.5,0
"6420",6420,2021-02-10,258.57,4.36,27.4,9.12215189873426,-2,0
"6421",6421,2021-02-11,321.29,5.69,27.4,9.12639240506337,-1,0
"6422",6422,2021-02-12,277.54,5.22,27.6,9.13063291139249,-3.5,0
"6423",6423,2021-02-13,205.26,3.3,28,9.1348734177216,-1.3,0
"6424",6424,2021-02-14,133.5,5.54,27.6,9.13911392405071,-0.5,0
"6425",6425,2021-02-15,174.62,2.8,28.1,9.14335443037983,1.5,0
"6426",6426,2021-02-16,270.25,2.13,27.9,9.14759493670894,3.3,0
"6427",6427,2021-02-17,290.68,6.32,27.2,9.15183544303806,1.8,4
"6428",6428,2021-02-18,131.29,7.95,28,9.15607594936717,2,0.2
"6429",6429,2021-02-19,177,5.49,27,9.16031645569628,3.3,0
"6430",6430,2021-02-20,241.5,3.4,27,9.1645569620254,2.8,1
"6431",6431,2021-02-21,139.83,7.99,27.6,9.16879746835451,7.5,5.8
"6432",6432,2021-02-22,215.75,3.62,28.8,9.17303797468363,8,0.4
"6433",6433,2021-02-23,259.27,4.85,28,9.17727848101274,2.5,0.4
"6434",6434,2021-02-24,267.5,5.57,27.9,9.18151898734185,1,6
"6435",6435,2021-02-25,125.3,8.08,27.9,9.18575949367097,4,0
"6436",6436,2021-02-26,225.85,7.07,27.6,9.19000000000008,4.5,0
"6437",6437,2021-02-27,265.33,5.44,27.8,9.19424050632919,2.5,1.4
"6438",6438,2021-02-28,110,7.3,27.8635917321339,9.19848101265831,6.3,0.6
"6439",6439,2021-03-01,147.38,11.24,27.9,9.20272151898742,9,0
"6440",6440,2021-03-02,242,4.02,28,9.20696202531654,3.5,0
"6441",6441,2021-03-03,131.67,9.46,28.1,9.21120253164565,4.5,0
"6442",6442,2021-03-04,126.57,6.92,27.7,9.21544303797477,4.3,18
"6443",6443,2021-03-05,136.71,9.21,28.2,9.21968354430388,7,10.8
"6444",6444,2021-03-06,145.25,6.71,27.9,9.22392405063299,4.8,3.4
"6445",6445,2021-03-07,133.68,9.88,28.2,9.22816455696211,4.8,2
"6446",6446,2021-03-08,133.48,6.23,27.9,9.23240506329122,5.8,0
"6447",6447,2021-03-09,266.38,2.48,27.8,9.23664556962033,3.8,0.4
"6448",6448,2021-03-10,260.33,3.98,28,9.24088607594945,4.5,0
"6449",6449,2021-03-11,264.08,3.84,27.9,9.24512658227856,3,0
"6450",6450,2021-03-12,126.79,4.85,28.2,9.24936708860767,4,0
"6451",6451,2021-03-13,135.04,4.29,27.9,9.25360759493679,6.8,3.2
"6452",6452,2021-03-14,157.05,9.08,28.1,9.2578481012659,6.8,3.6
"6453",6453,2021-03-15,308.05,7.9,27.7,9.26208860759501,2.5,0
"6454",6454,2021-03-16,254.54,2.96,27.7,9.26632911392413,2.5,0
"6455",6455,2021-03-17,131.71,2.92,28.2,9.27056962025324,4.8,0
"6456",6456,2021-03-18,124.74,4.52,28.5,9.27481012658236,7,5.2
"6457",6457,2021-03-19,129.67,10.49,27.9,9.27905063291147,7.5,12.6
"6458",6458,2021-03-20,289.96,5.5,28.6,9.28329113924058,6.5,3.3
"6459",6459,2021-03-21,189.5,7.45,27.9,9.2875316455697,6.8,2.2
"6460",6460,2021-03-22,281.75,5.28,27.5,9.29177215189881,5.3,0
"6461",6461,2021-03-23,261.62,3.49,28.1,9.29601265822792,3.8,1.8
"6462",6462,2021-03-24,184.17,5.45,28.3,9.30025316455704,6.8,0
"6463",6463,2021-03-25,321.5,6.4,28.2,9.30449367088615,5.5,0
"6464",6464,2021-03-26,270.91,4.61,28.4,9.30873417721527,5.5,0
"6465",6465,2021-03-27,171.83,3.86,28.1,9.31297468354438,4.8,1.6
"6466",6466,2021-03-28,196.52,10.6,28.3,9.31721518987349,6,6.2
"6467",6467,2021-03-29,324.32,9.61,28.2,9.32145569620261,4,0
"6468",6468,2021-03-30,277.95,5.51,27.9,9.32569620253172,3.8,0
"6469",6469,2021-03-31,151.58,2.82,27.5,9.32993670886083,4.3,0
"6470",6470,2021-04-01,197.54,2.05,27.8391731835257,9.33417721518995,8.5,0
"6471",6471,2021-04-02,245.21,3.7,27.8814624323465,9.33841772151906,6.3,2
"6472",6472,2021-04-03,159,6.03,27.9237516811674,9.34265822784818,8,0.6
"6473",6473,2021-04-04,315.74,7.24,27.9660409299882,9.34689873417729,5,0
"6474",6474,2021-04-05,287.64,5.18,28.008330178809,9.3511392405064,5,0
"6475",6475,2021-04-06,233.12,3.27,28.0506194276298,9.35537974683552,5,0
"6476",6476,2021-04-07,144.04,2.59,28.0929086764507,9.35962025316463,9.5,6.8
"6477",6477,2021-04-08,264.36,6.34,28.4,9.36386075949375,5,0.4
"6478",6478,2021-04-09,159.48,7.82,28.3,9.36810126582286,6.3,3.8
"6479",6479,2021-04-10,300.38,7.51,27,9.37234177215197,4.5,0
"6480",6480,2021-04-11,307.27,5.58,28,9.37658227848109,4,0
"6481",6481,2021-04-12,307.61,4.62,28.2,9.3808227848102,5.5,0
"6482",6482,2021-04-13,294.46,3.29,27.9,9.38506329113931,7,0
"6483",6483,2021-04-14,282.38,3.65,28,9.38930379746843,9,0
"6484",6484,2021-04-15,276.67,3.33,27.7,9.39354430379754,10.3,0
"6485",6485,2021-04-16,229.75,2.13,27.9,9.39778481012666,11.3,0
"6486",6486,2021-04-17,242.5,2.18,28.3,9.40202531645577,12.3,0
"6487",6487,2021-04-18,231.33,2.29,27.7,9.40626582278488,13.5,0
"6488",6488,2021-04-19,184.83,2.6,28.2,9.410506329114,12,0
"6489",6489,2021-04-20,248.25,3.12,27.9,9.41474683544311,11.3,0
"6490",6490,2021-04-21,325,6.46,27.8,9.41898734177222,9.8,0
"6491",6491,2021-04-22,283.5,6.03,27.3,9.42322784810134,10.5,0
"6492",6492,2021-04-23,224.54,4.26,27.9,9.42746835443045,9.3,1.2
"6493",6493,2021-04-24,150.75,3.91,28.2,9.43170886075957,9.3,6
"6494",6494,2021-04-25,172.38,2.65,28.4,9.43594936708868,9.3,6
"6495",6495,2021-04-26,224.5,1.82,28.1,9.44018987341779,10.8,0.6
"6496",6496,2021-04-27,172.54,3.52,27.8,9.44443037974691,8.8,2
"6497",6497,2021-04-28,123.75,5.95,27.9,9.44867088607602,10.5,2.2
"6498",6498,2021-04-29,139.96,3.39,28,9.45291139240513,12.5,1.4
"6499",6499,2021-04-30,131.75,6.68,28.8,9.45715189873425,12.3,0
"6500",6500,2021-05-01,242.25,3.15,26.9,9.46139240506336,11.3,0
"6501",6501,2021-05-02,253.58,4.52,27.2,9.46563291139248,9,2
"6502",6502,2021-05-03,144.38,4.54,27.7,9.46987341772159,9,2
"6503",6503,2021-05-04,212.42,2.86,28.1,9.4741139240507,12,0
"6504",6504,2021-05-05,203.75,1.83,27.4,9.47835443037982,9,0
"6505",6505,2021-05-06,199.08,4,27.5,9.48259493670893,10.5,0
"6506",6506,2021-05-07,273.42,4.05,27.4,9.48683544303804,10.5,0
"6507",6507,2021-05-08,231.58,3.75,28.1,9.49107594936716,8.8,0
"6508",6508,2021-05-09,217.83,2.98,28.3,9.49531645569627,11.8,0
"6509",6509,2021-05-10,307.96,4.18,28.5,9.49955696202539,9.8,0
"6510",6510,2021-05-11,288.46,3.24,27.7,9.5037974683545,11,6
"6511",6511,2021-05-12,261.96,2.75,26.9,9.50803797468361,14.3,1.8
"6512",6512,2021-05-13,253,3.6,27.2,9.51227848101273,13.8,0
"6513",6513,2021-05-14,321.33,5.74,26,9.51651898734184,13,0
"6514",6514,2021-05-15,310.67,6,25.5,9.52075949367095,12.8,0
"6515",6515,2021-05-16,324.81,5.43,26.9,9.52500000000007,14.3,0
"6516",6516,2021-05-17,253.5,4.85,27,9.52924050632918,14.5,5.2
"6517",6517,2021-05-18,157.5,4.82,27.8,9.5334810126583,10,0.8
"6518",6518,2021-05-19,300,4.13,27.9,9.53772151898741,9.3,0
"6519",6519,2021-05-20,292.39,5.75,27.4,9.54196202531652,10.5,0
"6520",6520,2021-05-21,265.1,4.2,27.4,9.54620253164564,12.3,0
"6521",6521,2021-05-22,206.25,2.72,27.3,9.55044303797475,12.5,0
"6522",6522,2021-05-23,294.64,4.97,27.1,9.55468354430386,14,0
"6523",6523,2021-05-24,228.96,3.82,27.1,9.55892405063298,13,4.8
"6524",6524,2021-05-25,240.67,3.87,27.7,9.56316455696209,12.5,2
"6525",6525,2021-05-26,203.12,5.5,27.5,9.56740506329121,11,8.2
"6526",6526,2021-05-27,136.3,8.2,26.6,9.57164556962032,14.5,2.8
"6527",6527,2021-05-28,246.5,3.35,27.9,9.57588607594943,11,0
"6528",6528,2021-05-29,233.08,3.17,27,9.58012658227855,12.3,0.6
"6529",6529,2021-05-30,187,1.84,26.8,9.58436708860766,12.8,1.8
"6530",6530,2021-05-31,294.79,1.74,27.5,9.58860759493678,16.8,0
"6531",6531,2021-06-01,223.96,1.7,26.9,9.59284810126589,19,0
"6532",6532,2021-06-02,227.62,2.43,26.6,9.597088607595,18.5,0
"6533",6533,2021-06-03,329.91,4,27.1,9.60132911392412,20,0
"6534",6534,2021-06-04,234.26,5.71,26,9.60556962025323,17.1598186852191,0.968067761504341
"6535",6535,2021-06-05,217.7,4.65,27.3,9.60981012658234,15.5193283642474,1.00488878997221
"6536",6536,2021-06-06,190.83,5.63,27.2465158923576,9.61405063291146,13.8788380432757,1.04170981844009
"6537",6537,2021-06-07,167.42,3.24,27.9,9.61829113924057,12,0
"6538",6538,2021-06-08,276.38,2.62,27.3,9.62253164556968,10.5,3.2
"6539",6539,2021-06-09,245.04,3.85,27.4,9.6267721518988,10,1.6
"6540",6540,2021-06-10,202.25,4.68,27.1,9.63101265822791,10.8,2.4
"6541",6541,2021-06-11,146.46,6.3,26.9,9.63525316455703,11.6503746524409,1.03303238694069
"6542",6542,2021-06-12,142.62,6.91,26.2,9.63949367088614,12.3395050672562,0.939233532097645
"6543",6543,2021-06-13,187.83,5.87,27.3,9.64373417721525,13.0286354820716,0.8454346772546
"6544",6544,2021-06-14,169.08,4.21,26.2,9.64797468354437,14,1
"6545",6545,2021-06-15,166,5.56,26.5012945579002,9.65221518987348,13.5,0.6
"6546",6546,2021-06-16,196.38,3.15,27,9.65645569620259,14.8,0
"6547",6547,2021-06-17,199.42,2.06,26.4,9.66069620253171,16.3,0
"6548",6548,2021-06-18,295.7,5.71,27,9.66493670886082,16.6833180388064,0.410329708762387
"6549",6549,2021-06-19,316.04,4.69,22.2,9.66917721518993,17.346064686108,0.355892235077077
"6550",6550,2021-06-20,293,3.12,23.2,9.67341772151905,18.0088113334096,0.301454761391767
"6551",6551,2021-06-21,295.62,4.5,24.9,9.67765822784816,19.3,0
"6552",6552,2021-06-22,307.05,5.62,24.8,9.68189873417728,18,0
"6553",6553,2021-06-23,306.45,4.7,24.8,9.68613924050639,17.8,0
"6554",6554,2021-06-24,318.09,5.46,24.4,9.6903797468355,19.5,0
"6555",6555,2021-06-25,300.7,5.6,25.7,9.69462025316462,21.009724845164,0.131839030630438
"6556",6556,2021-06-26,278.58,2.78,25.9,9.69886075949373,22.3956073343999,0.115218797869076
"6557",6557,2021-06-27,261.54,2.18,25.3,9.70310126582284,23.7814898236358,0.0985985651077138
"6558",6558,2021-06-28,261.65,2.46,26.3,9.70734177215196,26.3,0
"6559",6559,2021-06-29,267.88,3.1,25.4,9.71158227848107,25.8,0
"6560",6560,2021-06-30,180.25,5.3,24,9.71582278481019,21.5,0
"6561",6561,2021-07-01,266.67,4.25,26.4,9.7200632911393,21.6868313228081,0.0538944965775811
"6562",6562,2021-07-02,315.76,6.55,25.2420304298131,9.72430379746842,20.9424180684437,0.0476286496752055
"6563",6563,2021-07-03,334.32,7.34,25.0356193243487,9.72854430379753,20.1980048140792,0.04136280277283
"6564",6564,2021-07-04,310.05,5.97,24.8292082188844,9.73278481012664,19.4535915597148,0.0350969558704544
"6565",6565,2021-07-05,271.35,4.03,24.6227971134201,9.73702531645576,17.8,0
"6566",6566,2021-07-06,287.71,4.15,24.4163860079557,9.74126582278487,20.3,0
"6567",6567,2021-07-07,273,5.69,24.2099749024914,9.74550632911398,18.5,0
"6568",6568,2021-07-08,187.25,4.14,23.3,9.7497468354431,18.5,0
"6569",6569,2021-07-09,222.62,3.08,24.4,9.75398734177221,18.8185967552477,0.0157838924139847
"6570",6570,2021-07-10,273.54,3.8,25.2,9.75822784810132,18.9644850152303,0.0139588506498671
"6571",6571,2021-07-11,309.5,4.8,22.9,9.76246835443044,19.1103732752128,0.0121338088857495
"6572",6572,2021-07-12,332.4,6.13,24,9.76670886075955,19.8,0
"6573",6573,2021-07-13,321.14,5.79,24.2,9.77094936708867,18.5,0
"6574",6574,2021-07-14,282.16,4.32,24.8,9.77518987341778,17.5,0
"6575",6575,2021-07-15,271.43,5.13,25,9.77943037974689,17.3,0
"6576",6576,2021-07-16,130.62,7.2,24.5,9.78367088607601,17.6725204551158,0.00751442428297914
"6577",6577,2021-07-17,139.29,6.48,25.4,9.78791139240512,17.8082768654079,0.00740425123185168
"6578",6578,2021-07-18,236.46,2.67,25,9.79215189873423,17.9440332756999,0.00729407818072422
"6579",6579,2021-07-19,246.71,3.25,25.3,9.79639240506335,18,0
"6580",6580,2021-07-20,225.62,4.38,25.3,9.80063291139246,19.3,0
"6581",6581,2021-07-21,251.78,4.95,25.4,9.80487341772158,16.3,0
"6582",6582,2021-07-22,253,2.87,25.5,9.80911392405069,16.5,0
"6583",6583,2021-07-23,193.62,3.62,25.3,9.8133544303798,17.7174140695025,0.0104687227915247
"6584",6584,2021-07-24,284.79,2.81,25.3065985551972,9.81759493670892,18.4484242555966,0.011908860721583
"6585",6585,2021-07-25,295.75,4.19,25.1,9.82183544303803,19.1794344416907,0.0133489986516414
"6586",6586,2021-07-26,254.58,2.62,25.8,9.82607594936714,20.3,0
"6587",6587,2021-07-27,311.95,4.73,25.3,9.83031645569626,19.8,0
"6588",6588,2021-07-28,277.71,3.22,25,9.83455696202537,20.3,0
"6589",6589,2021-07-29,265.75,3.12,24.6,9.83879746835449,21.5,0
"6590",6590,2021-07-30,270.29,3.12,24,9.8430379746836,21.0162736262787,0.0290594156799254
"6591",6591,2021-07-31,269.04,3.89,23.9,9.84727848101271,20.9594805025446,0.0342008972514299
"6592",6592,2021-08-01,264.29,3.87,24.8,9.85151898734183,20.9026873788105,0.0393423788229345
"6593",6593,2021-08-02,252.22,3.92,25.2,9.85575949367094,20.8458942550764,0.044483860394439
"6594",6594,2021-08-03,304.32,4.66,25.1,9.86000000000005,20.8,0
"6595",6595,2021-08-04,244.96,2.94,24.9,9.86424050632917,20.5,0
"6596",6596,2021-08-05,230.38,2.27,24.3,9.86848101265828,21.5,0
"6597",6597,2021-08-06,307.71,4.5,24.7391967409293,9.8727215189874,20.4339226036433,0.0812457068419277
"6598",6598,2021-08-07,176.46,4.28,24.5,9.87696202531651,19.8770129469217,0.0949243142253292
"6599",6599,2021-08-08,274.25,4.95,25.6,9.88120253164562,19.3201032902001,0.108602921608731
"6600",6600,2021-08-09,260.17,4.18,25,9.88544303797474,17.8,0
"6601",6601,2021-08-10,307.58,4,24.7,9.88968354430385,19.5,0
"6602",6602,2021-08-11,271.63,6.72,25.1,9.89392405063296,21.5,0
"6603",6603,2021-08-12,259.5,5.57,25.2,9.89816455696208,23.8,0
"6604",6604,2021-08-13,230.17,2.16,25.5,9.90240506329119,21.101709638744,0.248249923695709
"6605",6605,2021-08-14,137,4.4,25,9.90664556962031,19.8426637143977,0.293074119300653
"6606",6606,2021-08-15,290,1.8,25.1,9.91088607594942,18.5836177900514,0.337898314905597
"6607",6607,2021-08-16,323.5,4.97,25.2,9.91512658227853,16.3,0
"6608",6608,2021-08-17,333.83,6.52,25.4,9.91936708860765,18.5,0
"6609",6609,2021-08-18,318.78,6.37,25.8,9.92360759493676,16,0
"6610",6610,2021-08-19,313.09,8.61,25.6,9.92784810126587,18.3,0
"6611",6611,2021-08-20,311.22,5.46,25.4,9.93208860759499,17.1456698226214,0.78604757819956
"6612",6612,2021-08-21,292.33,2.89,25.4,9.9363291139241,16.6882679994207,0.928968107995375
"6613",6613,2021-08-22,336.64,6.69,25.7,9.94056962025322,16.2308661762201,1.07188863779119
"6614",6614,2021-08-23,270.59,3.93,27.9,9.94481012658233,15.8,0
"6615",6615,2021-08-24,211.5,2.34,28,9.94905063291144,15,0
"6616",6616,2021-08-25,229.04,2.54,26.8,9.95329113924056,15.2179858670846,1.68896966800026
"6617",6617,2021-08-26,143.33,5.96,28.4,9.95753164556967,14.3,5.4
"6618",6618,2021-08-27,263.83,2.72,27.4,9.96177215189878,18,6
"6619",6619,2021-08-28,290.17,2.84,27.2,9.9660126582279,15.4602804012218,1.9748644878783
"6620",6620,2021-08-29,323.38,4.22,28.7,9.97025316455701,14.3989971442408,1.8855879671649
"6621",6621,2021-08-30,288.71,5.05,26.4,9.97449367088613,12.3,0.4
"6622",6622,2021-08-31,258.77,4.41,26.4,9.97873417721524,14.5,0
"6623",6623,2021-09-01,285.62,3.33,26.4,9.98297468354435,13,0
